,month,year,METER_ID,BUILDING_GROUP,CONSUMPTION
712,2,2018,21,Residence,12337.16471
713,3,2018,21,Residence,13352.29742
714,4,2018,21,Residence,13747.06448
715,5,2018,21,Residence,15295.33386
716,6,2018,21,Residence,10849.05766
717,7,2018,21,Residence,10137.45068
718,8,2018,21,Residence,12747.81762
719,9,2018,21,Residence,18929.72683
720,10,2018,21,Residence,15870.09345
721,11,2018,21,Residence,13697.85257
722,12,2018,21,Residence,10136.4255
723,1,2019,21,Residence,11933.84621
724,2,2019,21,Residence,12278.81595
725,3,2019,21,Residence,12399.63839
726,4,2019,21,Residence,12601.81499
727,5,2019,21,Residence,12030.26156
728,6,2019,21,Residence,7990.81409
729,7,2019,21,Residence,9422.98847
730,8,2019,21,Residence,10732.59049
731,9,2019,21,Residence,16344.58802
732,10,2019,21,Residence,12511.43226
733,11,2019,21,Residence,11345.15699
734,12,2019,21,Residence,10131.85487
735,1,2020,21,Residence,4710.34968
736,1,2016,28,Residence,3591.66635
737,2,2016,28,Residence,18124.25144
738,3,2016,28,Residence,16969.07157
739,4,2016,28,Residence,17790.82379
740,5,2016,28,Residence,15565.14558
741,6,2016,28,Residence,9777.66675
742,7,2016,28,Residence,8795.6837
743,8,2016,28,Residence,12627.33764
744,9,2016,28,Residence,17473.04561
745,10,2016,28,Residence,14904.35029
746,11,2016,28,Residence,14240.24082
747,12,2016,28,Residence,16403.39942
748,1,2017,28,Residence,17520.22605
749,2,2017,28,Residence,17787.84787
750,3,2017,28,Residence,17040.53868
751,4,2017,28,Residence,16595.82137
752,5,2017,28,Residence,14182.76993
753,6,2017,28,Residence,9193.32105
754,7,2017,28,Residence,8873.5421
755,8,2017,28,Residence,11603.26298
756,9,2017,28,Residence,18327.79527
757,10,2017,28,Residence,16429.24385
758,11,2017,28,Residence,17651.44853
759,12,2017,28,Residence,14807.30675
760,1,2018,28,Residence,15992.27758
761,2,2018,28,Residence,15568.5482
762,3,2018,28,Residence,15904.64687
763,4,2018,28,Residence,16397.67741
764,5,2018,28,Residence,14118.74517
765,6,2018,28,Residence,9778.90651
766,7,2018,28,Residence,8526.35391
767,8,2018,28,Residence,12128.91638
768,9,2018,28,Residence,17457.65642
769,10,2018,28,Residence,16739.7668
770,11,2018,28,Residence,17346.21694
771,12,2018,28,Residence,15040.01624
772,1,2019,28,Residence,16864.55933
773,2,2019,28,Residence,16628.95741
774,3,2019,28,Residence,16513.97376
775,4,2019,28,Residence,16496.59235
776,5,2019,28,Residence,16138.68475
777,6,2019,28,Residence,9548.51155
778,7,2019,28,Residence,10474.7582
779,8,2019,28,Residence,10354.47606
780,9,2019,28,Residence,15009.90218
781,10,2019,28,Residence,12778.73061
782,11,2019,28,Residence,12558.90666
783,12,2019,28,Residence,11822.83675
784,1,2020,28,Residence,6250.918421
785,1,2016,47,Residence,2079.82543
786,2,2016,47,Residence,9801.49946
787,3,2016,47,Residence,7024.76787
788,4,2016,47,Residence,7043.53929
789,5,2016,47,Residence,4914.310549
790,6,2016,47,Residence,2696.778406
791,7,2016,47,Residence,3263.252842
792,8,2016,47,Residence,2790.324812
793,9,2016,47,Residence,5228.72974
794,10,2016,47,Residence,4687.20034
795,11,2016,47,Residence,5543.04938
796,12,2016,47,Residence,7778.3222
797,1,2017,47,Residence,9483.98837
798,2,2017,47,Residence,8448.06214
799,3,2017,47,Residence,7844.42044
800,4,2017,47,Residence,5675.897249
801,5,2017,47,Residence,4608.642659
802,6,2017,47,Residence,2563.294018
803,7,2017,47,Residence,3089.770074
804,8,2017,47,Residence,2679.33971
805,9,2017,47,Residence,5453.61361
806,10,2017,47,Residence,5124.430717
807,11,2017,47,Residence,6971.670514
808,12,2017,47,Residence,7797.57304
809,1,2018,47,Residence,11053.05488
810,2,2018,47,Residence,10135.15661
811,3,2018,47,Residence,7504.588226
812,4,2018,47,Residence,7958.77538
813,5,2018,47,Residence,5340.198196
814,6,2018,47,Residence,3188.501351
815,7,2018,47,Residence,3303.895279
816,8,2018,47,Residence,3925.305198
817,9,2018,47,Residence,6742.04958
818,10,2018,47,Residence,5546.71867
819,11,2018,47,Residence,8899.0779
820,12,2018,47,Residence,8200.34442
821,1,2019,47,Residence,12294.96787
822,2,2019,47,Residence,11842.6605
823,3,2019,47,Residence,9703.2019
824,4,2019,47,Residence,7417.80859
825,5,2019,47,Residence,6270.97374
826,6,2019,47,Residence,2908.823217
827,7,2019,47,Residence,2965.963162
828,8,2019,47,Residence,3451.42697
829,9,2019,47,Residence,6450.8022
830,10,2019,47,Residence,6546.000915
831,11,2019,47,Residence,8546.81083
832,12,2019,47,Residence,7499.106925
833,1,2020,47,Residence,4646.07062
834,1,2016,48,Residence,2170.76408
835,2,2016,48,Residence,9515.88284
836,3,2016,48,Residence,7270.085245
837,4,2016,48,Residence,7223.66635
838,5,2016,48,Residence,5189.638658
839,6,2016,48,Residence,2494.810955
840,7,2016,48,Residence,3895.895407
841,8,2016,48,Residence,2725.144473
842,9,2016,48,Residence,6082.71235
843,10,2016,48,Residence,5861.20822
844,11,2016,48,Residence,6964.24732
845,12,2016,48,Residence,9433.119304
846,1,2017,48,Residence,10964.41563
847,2,2017,48,Residence,10061.87776
848,3,2017,48,Residence,9693.53959
849,4,2017,48,Residence,7131.60018
850,5,2017,48,Residence,5418.749118
851,6,2017,48,Residence,2296.630314
852,7,2017,48,Residence,2765.880032
853,8,2017,48,Residence,2528.296301
854,9,2017,48,Residence,5674.24441
855,10,2017,48,Residence,5573.62917
856,11,2017,48,Residence,6819.05544
857,12,2017,48,Residence,6709.643456
858,1,2018,48,Residence,10694.87964
859,2,2018,48,Residence,10376.19997
860,3,2018,48,Residence,8583.30435
861,4,2018,48,Residence,8575.10082
862,5,2018,48,Residence,5696.748474
863,6,2018,48,Residence,3024.10153
864,7,2018,48,Residence,2672.020649
865,8,2018,48,Residence,3133.592712
866,9,2018,48,Residence,6168.02393
867,10,2018,48,Residence,6317.95638
868,11,2018,48,Residence,8948.24584
869,12,2018,48,Residence,7692.94602
870,1,2019,48,Residence,12844.91689
871,2,2019,48,Residence,11098.47295
872,3,2019,48,Residence,10116.22583
873,4,2019,48,Residence,7168.23653
874,5,2019,48,Residence,6465.215412
875,6,2019,48,Residence,2177.891706
876,7,2019,48,Residence,2176.55989
877,8,2019,48,Residence,2720.018456
878,9,2019,48,Residence,6357.78143
879,10,2019,48,Residence,5938.51172
880,11,2019,48,Residence,9419.77588
881,12,2019,48,Residence,9565.933884
882,1,2020,48,Residence,4786.08639
883,1,2016,49,Residence,1104.89114
884,2,2016,49,Residence,6959.98078
885,3,2016,49,Residence,5033.23707
886,4,2016,49,Residence,5235.711464
887,5,2016,49,Residence,3757.518064
888,6,2016,49,Residence,1754.012105
889,7,2016,49,Residence,2477.402547
890,8,2016,49,Residence,1972.178218
891,9,2016,49,Residence,4230.956806
892,10,2016,49,Residence,3648.328456
893,11,2016,49,Residence,4289.06744
894,12,2016,49,Residence,4892.282106
895,1,2017,49,Residence,7879.00765
896,2,2017,49,Residence,5935.69777
897,3,2017,49,Residence,5771.853715
898,4,2017,49,Residence,4236.848102
899,5,2017,49,Residence,3635.228887
900,6,2017,49,Residence,1703.584159
901,7,2017,49,Residence,2177.871393
902,8,2017,49,Residence,1803.22542
903,9,2017,49,Residence,6647.90293
904,10,2017,49,Residence,3856.179707
905,11,2017,49,Residence,4809.08092
906,12,2017,49,Residence,4721.613728
907,1,2018,49,Residence,6757.1385
908,2,2018,49,Residence,6675.16982
909,3,2018,49,Residence,5494.724976
910,4,2018,49,Residence,5642.37567
911,5,2018,49,Residence,3912.553316
912,6,2018,49,Residence,1910.534885
913,7,2018,49,Residence,1790.132436
914,8,2018,49,Residence,2428.792634
915,9,2018,49,Residence,4766.297796
916,10,2018,49,Residence,4695.02809
917,11,2018,49,Residence,6963.15102
918,12,2018,49,Residence,5568.16822
919,1,2019,49,Residence,7066.56165
920,2,2019,49,Residence,7760.26202
921,3,2019,49,Residence,6962.127674
922,4,2019,49,Residence,5412.48779
923,5,2019,49,Residence,4858.552545
924,6,2019,49,Residence,1967.445106
925,7,2019,49,Residence,2015.005907
926,8,2019,49,Residence,1633.42467
927,9,2019,49,Residence,4082.154818
928,10,2019,49,Residence,4237.650842
929,11,2019,49,Residence,6095.76527
930,12,2019,49,Residence,5133.54946
931,1,2020,49,Residence,2698.890675
932,1,2016,50,Residence,1237.8672
933,2,2016,50,Residence,6301.32211
934,3,2016,50,Residence,4687.474569
935,4,2016,50,Residence,4559.233074
936,5,2016,50,Residence,3533.684039
937,6,2016,50,Residence,1844.6869
938,7,2016,50,Residence,3014.230694
939,8,2016,50,Residence,2001.839605
940,9,2016,50,Residence,4176.82183
941,10,2016,50,Residence,3733.747555
942,11,2016,50,Residence,4153.196741
943,12,2016,50,Residence,5419.200404
944,1,2017,50,Residence,7046.55714
945,2,2017,50,Residence,6525.66295
946,3,2017,50,Residence,5898.048667
947,4,2017,50,Residence,4060.557863
948,5,2017,50,Residence,3252.184068
949,6,2017,50,Residence,1856.58964
950,7,2017,50,Residence,2460.957346
951,8,2017,50,Residence,2110.706528
952,9,2017,50,Residence,3860.460786
953,10,2017,50,Residence,3832.4268
954,11,2017,50,Residence,6599.27732
955,12,2017,50,Residence,9900.58664
956,1,2018,50,Residence,12776.06022
957,2,2018,50,Residence,10430.59093
958,3,2018,50,Residence,7585.12346
959,4,2018,50,Residence,7490.72726
960,5,2018,50,Residence,3862.8918
961,6,2018,50,Residence,2266.200285
962,7,2018,50,Residence,1919.340938
963,8,2018,50,Residence,2808.628175
964,9,2018,50,Residence,4527.552206
965,10,2018,50,Residence,5355.34534
966,11,2018,50,Residence,10059.03193
967,12,2018,50,Residence,7246.416361
968,1,2019,50,Residence,6920.775761
969,2,2019,50,Residence,11332.18969
970,3,2019,50,Residence,9550.29513
971,4,2019,50,Residence,5878.71575
972,5,2019,50,Residence,3827.406461
973,6,2019,50,Residence,1247.012004
974,7,2019,50,Residence,2121.1351
975,8,2019,50,Residence,1832.391297
976,9,2019,50,Residence,4039.151727
977,10,2019,50,Residence,4605.64809
978,11,2019,50,Residence,6377.28696
979,12,2019,50,Residence,5447.661004
980,1,2020,50,Residence,2766.81433
981,1,2016,51,Residence,1347.98913
982,2,2016,51,Residence,6264.66356
983,3,2016,51,Residence,5687.43035
984,4,2016,51,Residence,5216.66512
985,5,2016,51,Residence,4718.88821
986,6,2016,51,Residence,4155.11504
987,7,2016,51,Residence,4419.071141
988,8,2016,51,Residence,3863.406026
989,9,2016,51,Residence,4760.08191
990,10,2016,51,Residence,4985.84924
991,11,2016,51,Residence,5334.9094
992,12,2016,51,Residence,6349.20794
993,1,2017,51,Residence,7057.27985
994,2,2017,51,Residence,6133.83442
995,3,2017,51,Residence,6154.75705
996,4,2017,51,Residence,4884.968244
997,5,2017,51,Residence,4734.576281
998,6,2017,51,Residence,4131.823551
999,7,2017,51,Residence,3964.565
1000,8,2017,51,Residence,3778.537328
1001,9,2017,51,Residence,4885.62882
1002,10,2017,51,Residence,4925.98889
1003,11,2017,51,Residence,5532.85872
1004,12,2017,51,Residence,7131.42808
1005,1,2018,51,Residence,7737.37092
1006,2,2018,51,Residence,6472.71537
1007,3,2018,51,Residence,6359.6038
1008,4,2018,51,Residence,5690.72519
1009,5,2018,51,Residence,4370.740331
1010,6,2018,51,Residence,3853.89913
1011,7,2018,51,Residence,3819.480186
1012,8,2018,51,Residence,3703.794099
1013,9,2018,51,Residence,4647.654576
1014,10,2018,51,Residence,5440.16755
1015,11,2018,51,Residence,6434.89739
1016,12,2018,51,Residence,6671.63929
1017,1,2019,51,Residence,6759.17393
1018,2,2019,51,Residence,6160.24466
1019,3,2019,51,Residence,5889.44429
1020,4,2019,51,Residence,4570.346714
1021,5,2019,51,Residence,4176.932866
1022,6,2019,51,Residence,3343.704928
1023,7,2019,51,Residence,3343.179971
1024,8,2019,51,Residence,3886.877742
1025,9,2019,51,Residence,4360.630615
1026,10,2019,51,Residence,5339.80602
1027,11,2019,51,Residence,6398.06269
1028,12,2019,51,Residence,5990.793633
1029,1,2020,51,Residence,3174.72751
