"","TREND_DATE","BUILDING_GROUP","CONSUMPTION"
"1",2016-01-25,"Academic",4721.36116
"2",2016-01-26,"Academic",4819.61491
"3",2016-01-27,"Academic",4653.20688
"4",2016-01-28,"Academic",4459.98868
"5",2016-01-29,"Academic",4342.24083
"6",2016-01-30,"Academic",3484.77443
"7",2016-01-31,"Academic",3419.97323
"8",2016-02-01,"Academic",4358.35582
"9",2016-02-02,"Academic",4380.23019
"10",2016-02-03,"Academic",4528.41782
"11",2016-02-04,"Academic",4630.77375
"12",2016-02-05,"Academic",4602.64245
"13",2016-02-06,"Academic",3586.42531
"14",2016-02-07,"Academic",3585.76835
"15",2016-02-08,"Academic",4997.57574
"16",2016-02-09,"Academic",4914.06459
"17",2016-02-10,"Academic",4912.85568
"18",2016-02-11,"Academic",4937.03091
"19",2016-02-12,"Academic",4841.52199
"20",2016-02-13,"Academic",4037.07103
"21",2016-02-14,"Academic",3617.13397
"22",2016-02-15,"Academic",4978.02621
"23",2016-02-16,"Academic",4986.3408
"24",2016-02-17,"Academic",4863.18441
"25",2016-02-18,"Academic",4878.23242
"26",2016-02-19,"Academic",4987.10437
"27",2016-02-20,"Academic",3600.56395
"28",2016-02-21,"Academic",3754.91426
"29",2016-02-22,"Academic",5159.28907
"30",2016-02-23,"Academic",5118.47864
"31",2016-02-24,"Academic",5203.68829
"32",2016-02-25,"Academic",5040.17402
"33",2016-02-26,"Academic",4991.23335
"34",2016-02-27,"Academic",4101.69618
"35",2016-02-28,"Academic",3758.49692
"36",2016-02-29,"Academic",5277.80528
"37",2016-03-01,"Academic",4978.8068
"38",2016-03-02,"Academic",5093.13283
"39",2016-03-03,"Academic",5081.96125
"40",2016-03-04,"Academic",5230.19858
"41",2016-03-05,"Academic",4361.57557
"42",2016-03-06,"Academic",4390.73995
"43",2016-03-07,"Academic",5281.70316
"44",2016-03-08,"Academic",5541.27512
"45",2016-03-09,"Academic",5208.35308
"46",2016-03-10,"Academic",5074.01453
"47",2016-03-11,"Academic",5010.48135
"48",2016-03-12,"Academic",3636.63488
"49",2016-03-13,"Academic",3621.60866
"50",2016-03-14,"Academic",5198.37129
"51",2016-03-15,"Academic",5105.04595
"52",2016-03-16,"Academic",5013.83797
"53",2016-03-17,"Academic",4913.92865
"54",2016-03-18,"Academic",4602.17361
"55",2016-03-19,"Academic",3342.16812
"56",2016-03-20,"Academic",3496.5489
"57",2016-03-21,"Academic",3910.80429
"58",2016-03-22,"Academic",3687.87229
"59",2016-03-23,"Academic",3860.59054
"60",2016-03-24,"Academic",4295.72586
"61",2016-03-25,"Academic",3570.82094
"62",2016-03-26,"Academic",3511.02857
"63",2016-03-27,"Academic",3315.15006
"64",2016-03-28,"Academic",4653.01745
"65",2016-03-29,"Academic",5259.04791
"66",2016-03-30,"Academic",5181.66196
"67",2016-03-31,"Academic",5097.02567
"68",2016-04-01,"Academic",5069.46979
"69",2016-04-02,"Academic",3611.78594
"70",2016-04-03,"Academic",4022.70891
"71",2016-04-04,"Academic",5232.8797
"72",2016-04-05,"Academic",5171.01848
"73",2016-04-06,"Academic",5206.55823
"74",2016-04-07,"Academic",5157.2009
"75",2016-04-08,"Academic",5106.94082
"76",2016-04-09,"Academic",3928.10203
"77",2016-04-10,"Academic",3814.43114
"78",2016-04-11,"Academic",5300.53715
"79",2016-04-12,"Academic",5285.13811
"80",2016-04-13,"Academic",5526.4743
"81",2016-04-14,"Academic",5678.02216
"82",2016-04-15,"Academic",5580.9055
"83",2016-04-16,"Academic",4509.12135
"84",2016-04-17,"Academic",4666.85508
"85",2016-04-18,"Academic",6049.20744
"86",2016-04-19,"Academic",5420.02373
"87",2016-04-20,"Academic",5458.51513
"88",2016-04-21,"Academic",5607.68352
"89",2016-04-22,"Academic",5453.08235
"90",2016-04-23,"Academic",4160.30986
"91",2016-04-24,"Academic",4479.3025
"92",2016-04-25,"Academic",6176.7789
"93",2016-04-26,"Academic",5484.14035
"94",2016-04-27,"Academic",5075.69044
"95",2016-04-28,"Academic",4969.48235
"96",2016-04-29,"Academic",4887.77332
"97",2016-04-30,"Academic",3555.13201
"98",2016-05-01,"Academic",3624.12287
"99",2016-05-02,"Academic",5304.60494
"100",2016-05-03,"Academic",5377.34956
"101",2016-05-04,"Academic",5316.88956
"102",2016-05-05,"Academic",5261.27504
"103",2016-05-06,"Academic",5514.70067
"104",2016-05-07,"Academic",4921.93727
"105",2016-05-08,"Academic",4301.86963
"106",2016-05-09,"Academic",5717.42855
"107",2016-05-10,"Academic",5588.57882
"108",2016-05-11,"Academic",5786.68012
"109",2016-05-12,"Academic",5617.8234
"110",2016-05-13,"Academic",5068.03791
"111",2016-05-14,"Academic",3626.51858
"112",2016-05-15,"Academic",3834.682906
"113",2016-05-16,"Academic",5389.48907
"114",2016-05-17,"Academic",5371.55688
"115",2016-05-18,"Academic",5236.25031
"116",2016-05-19,"Academic",4951.48977
"117",2016-05-20,"Academic",4905.76464
"118",2016-05-21,"Academic",4000.10119
"119",2016-05-22,"Academic",3968.83634
"120",2016-05-23,"Academic",5617.64137
"121",2016-05-24,"Academic",5993.36045
"122",2016-05-25,"Academic",5475.41707
"123",2016-05-26,"Academic",5234.48297
"124",2016-05-27,"Academic",5227.00085
"125",2016-05-28,"Academic",3705.32001
"126",2016-05-29,"Academic",3575.00499
"127",2016-05-30,"Academic",3611.56744
"128",2016-05-31,"Academic",5461.5421
"129",2016-06-01,"Academic",5249.87913
"130",2016-06-02,"Academic",4823.1785
"131",2016-06-03,"Academic",5302.8277
"132",2016-06-04,"Academic",4031.76738
"133",2016-06-05,"Academic",4053.12882
"134",2016-06-06,"Academic",5245.991
"135",2016-06-07,"Academic",4783.77639
"136",2016-06-08,"Academic",4955.53679
"137",2016-06-09,"Academic",5631.7886
"138",2016-06-10,"Academic",6290.47965
"139",2016-06-11,"Academic",4889.47603
"140",2016-06-12,"Academic",5332.00045
"141",2016-06-13,"Academic",6002.26346
"142",2016-06-14,"Academic",5794.96868
"143",2016-06-15,"Academic",6383.43686
"144",2016-06-16,"Academic",6088.80257
"145",2016-06-17,"Academic",6504.71503
"146",2016-06-18,"Academic",6023.29746
"147",2016-06-19,"Academic",5209.1297
"148",2016-06-20,"Academic",6919.7918
"149",2016-06-21,"Academic",6523.1376
"150",2016-06-22,"Academic",6858.65126
"151",2016-06-23,"Academic",6295.77398
"152",2016-06-24,"Academic",6330.64903
"153",2016-06-25,"Academic",5823.6767
"154",2016-06-26,"Academic",5352.79488
"155",2016-06-27,"Academic",6427.1697
"156",2016-06-28,"Academic",5907.2831
"157",2016-06-29,"Academic",5968.44818
"158",2016-06-30,"Academic",6286.45887
"159",2016-07-01,"Academic",5723.87935
"160",2016-07-02,"Academic",4499.64597
"161",2016-07-03,"Academic",4297.26015
"162",2016-07-04,"Academic",4576.36989
"163",2016-07-05,"Academic",6823.30167
"164",2016-07-06,"Academic",6632.74926
"165",2016-07-07,"Academic",6606.7565
"166",2016-07-08,"Academic",6309.41404
"167",2016-07-09,"Academic",4578.67939
"168",2016-07-10,"Academic",4716.16091
"169",2016-07-11,"Academic",7229.0881
"170",2016-07-12,"Academic",6598.10532
"171",2016-07-13,"Academic",6810.08244
"172",2016-07-14,"Academic",6242.44285
"173",2016-07-15,"Academic",5750.1686
"174",2016-07-16,"Academic",4872.34384
"175",2016-07-17,"Academic",4841.73542
"176",2016-07-18,"Academic",6563.1314
"177",2016-07-19,"Academic",6801.8831
"178",2016-07-20,"Academic",7092.02917
"179",2016-07-21,"Academic",8020.81893
"180",2016-07-22,"Academic",7680.6984
"181",2016-07-23,"Academic",5072.51123
"182",2016-07-24,"Academic",5027.44574
"183",2016-07-25,"Academic",6170.31722
"184",2016-07-26,"Academic",6133.4189
"185",2016-07-27,"Academic",6207.90768
"186",2016-07-28,"Academic",5869.78563
"187",2016-07-29,"Academic",5394.97018
"188",2016-07-30,"Academic",4499.89975
"189",2016-07-31,"Academic",4302.12311
"190",2016-08-01,"Academic",6268.30203
"191",2016-08-02,"Academic",7599.46376
"192",2016-08-03,"Academic",7861.9165
"193",2016-08-04,"Academic",7811.0698
"194",2016-08-05,"Academic",6445.10285
"195",2016-08-06,"Academic",4273.83166
"196",2016-08-07,"Academic",4226.94001
"197",2016-08-08,"Academic",5824.27587
"198",2016-08-09,"Academic",6322.7726
"199",2016-08-10,"Academic",6675.17117
"200",2016-08-11,"Academic",7337.85256
"201",2016-08-12,"Academic",6897.61576
"202",2016-08-13,"Academic",4845.24294
"203",2016-08-14,"Academic",4676.7363
"204",2016-08-15,"Academic",5742.30498
"205",2016-08-16,"Academic",6285.31167
"206",2016-08-17,"Academic",6115.70285
"207",2016-08-18,"Academic",6267.69405
"208",2016-08-19,"Academic",6204.43338
"209",2016-08-20,"Academic",4563.49482
"210",2016-08-21,"Academic",4372.99084
"211",2016-08-22,"Academic",5359.50977
"212",2016-08-23,"Academic",5850.44775
"213",2016-08-24,"Academic",5379.58803
"214",2016-08-25,"Academic",6349.53592
"215",2016-08-26,"Academic",5542.90386
"216",2016-08-27,"Academic",4685.84853
"217",2016-08-28,"Academic",5023.91756
"218",2016-08-29,"Academic",6947.138
"219",2016-08-30,"Academic",6996.5374
"220",2016-08-31,"Academic",6346.7263
"221",2016-09-01,"Academic",5772.68422
"222",2016-09-02,"Academic",5975.1215
"223",2016-09-03,"Academic",4728.02246
"224",2016-09-04,"Academic",4795.92305
"225",2016-09-05,"Academic",7188.7955
"226",2016-09-06,"Academic",8002.9512
"227",2016-09-07,"Academic",7569.8144
"228",2016-09-08,"Academic",6687.3282
"229",2016-09-09,"Academic",6179.7658
"230",2016-09-10,"Academic",5004.57446
"231",2016-09-11,"Academic",4444.44319
"232",2016-09-12,"Academic",6340.4371
"233",2016-09-13,"Academic",6081.71954
"234",2016-09-14,"Academic",5688.79626
"235",2016-09-15,"Academic",6103.2484
"236",2016-09-16,"Academic",6256.734
"237",2016-09-17,"Academic",4594.00742
"238",2016-09-18,"Academic",4525.04019
"239",2016-09-19,"Academic",6444.40188
"240",2016-09-20,"Academic",6284.60344
"241",2016-09-21,"Academic",6571.6649
"242",2016-09-22,"Academic",6607.27803
"243",2016-09-23,"Academic",6381.23584
"244",2016-09-24,"Academic",5476.39996
"245",2016-09-25,"Academic",4834.49852
"246",2016-09-26,"Academic",5881.23392
"247",2016-09-27,"Academic",5799.64836
"248",2016-09-28,"Academic",5750.96141
"249",2016-09-29,"Academic",5902.47036
"250",2016-09-30,"Academic",5783.8804
"251",2016-10-01,"Academic",5002.13736
"252",2016-10-02,"Academic",4514.41219
"253",2016-10-03,"Academic",6006.8384
"254",2016-10-04,"Academic",6283.93673
"255",2016-10-05,"Academic",6204.87347
"256",2016-10-06,"Academic",6118.27128
"257",2016-10-07,"Academic",5513.49843
"258",2016-10-08,"Academic",4183.21868
"259",2016-10-09,"Academic",4129.20553
"260",2016-10-10,"Academic",5586.65491
"261",2016-10-11,"Academic",5892.8621
"262",2016-10-12,"Academic",5358.349
"263",2016-10-13,"Academic",5096.07298
"264",2016-10-14,"Academic",4529.8563
"265",2016-10-15,"Academic",4000.24305
"266",2016-10-16,"Academic",4191.29712
"267",2016-10-17,"Academic",5623.97653
"268",2016-10-18,"Academic",5138.97976
"269",2016-10-19,"Academic",5324.0549
"270",2016-10-20,"Academic",5200.04617
"271",2016-10-21,"Academic",5164.07493
"272",2016-10-22,"Academic",3932.19443
"273",2016-10-23,"Academic",4293.99262
"274",2016-10-24,"Academic",5380.94935
"275",2016-10-25,"Academic",5352.71255
"276",2016-10-26,"Academic",5384.7847
"277",2016-10-27,"Academic",5292.9804
"278",2016-10-28,"Academic",5365.78052
"279",2016-10-29,"Academic",4259.86126
"280",2016-10-30,"Academic",3902.68932
"281",2016-10-31,"Academic",5440.81804
"282",2016-11-01,"Academic",5578.95368
"283",2016-11-02,"Academic",5437.15834
"284",2016-11-03,"Academic",5361.725
"285",2016-11-04,"Academic",5296.40237
"286",2016-11-05,"Academic",4057.84485
"287",2016-11-06,"Academic",4087.55824
"288",2016-11-07,"Academic",5303.6201
"289",2016-11-08,"Academic",5220.09263
"290",2016-11-09,"Academic",5281.711
"291",2016-11-10,"Academic",5320.9976
"292",2016-11-11,"Academic",4950.85277
"293",2016-11-12,"Academic",3885.59044
"294",2016-11-13,"Academic",4097.9696
"295",2016-11-14,"Academic",5158.14867
"296",2016-11-15,"Academic",5087.812
"297",2016-11-16,"Academic",5126.3142
"298",2016-11-17,"Academic",5147.21223
"299",2016-11-18,"Academic",4878.99609
"300",2016-11-19,"Academic",3800.77281
"301",2016-11-20,"Academic",3847.38517
"302",2016-11-21,"Academic",5090.15278
"303",2016-11-22,"Academic",5034.58123
"304",2016-11-23,"Academic",4365.1177
"305",2016-11-24,"Academic",3235.54372
"306",2016-11-25,"Academic",3261.39442
"307",2016-11-26,"Academic",3210.52603
"308",2016-11-27,"Academic",3433.14329
"309",2016-11-28,"Academic",4906.9324
"310",2016-11-29,"Academic",4838.52636
"311",2016-11-30,"Academic",4826.27239
"312",2016-12-01,"Academic",4883.235
"313",2016-12-02,"Academic",4808.8809
"314",2016-12-03,"Academic",3853.1071
"315",2016-12-04,"Academic",3779.31646
"316",2016-12-05,"Academic",5023.70233
"317",2016-12-06,"Academic",4869.64539
"318",2016-12-07,"Academic",4814.41187
"319",2016-12-08,"Academic",5050.63883
"320",2016-12-09,"Academic",5114.52075
"321",2016-12-10,"Academic",3790.04057
"322",2016-12-11,"Academic",3881.65303
"323",2016-12-12,"Academic",5142.11056
"324",2016-12-13,"Academic",5122.40966
"325",2016-12-14,"Academic",4980.20254
"326",2016-12-15,"Academic",4747.80078
"327",2016-12-16,"Academic",4695.9569
"328",2016-12-17,"Academic",3465.5204
"329",2016-12-18,"Academic",3580.00852
"330",2016-12-19,"Academic",4717.81185
"331",2016-12-20,"Academic",4662.84786
"332",2016-12-21,"Academic",4571.46743
"333",2016-12-22,"Academic",4651.00642
"334",2016-12-23,"Academic",4282.32117
"335",2016-12-24,"Academic",3229.823
"336",2016-12-25,"Academic",3343.28682
"337",2016-12-26,"Academic",3508.54486
"338",2016-12-27,"Academic",3452.89535
"339",2016-12-28,"Academic",3542.00264
"340",2016-12-29,"Academic",3712.98324
"341",2016-12-30,"Academic",3816.95421
"342",2016-12-31,"Academic",3530.47518
"343",2017-01-01,"Academic",3658.5127
"344",2017-01-02,"Academic",4552.25224
"345",2017-01-03,"Academic",4921.29897
"346",2017-01-04,"Academic",4813.22734
"347",2017-01-05,"Academic",5036.29092
"348",2017-01-06,"Academic",5049.21142
"349",2017-01-07,"Academic",4483.07943
"350",2017-01-08,"Academic",4461.93197
"351",2017-01-09,"Academic",5221.70652
"352",2017-01-10,"Academic",5016.36668
"353",2017-01-11,"Academic",4998.97998
"354",2017-01-12,"Academic",4997.51159
"355",2017-01-13,"Academic",4915.50117
"356",2017-01-14,"Academic",3775.22983
"357",2017-01-15,"Academic",3819.14155
"358",2017-01-16,"Academic",4776.02821
"359",2017-01-17,"Academic",4535.30867
"360",2017-01-18,"Academic",4858.3461
"361",2017-01-19,"Academic",4825.25658
"362",2017-01-20,"Academic",4761.65844
"363",2017-01-21,"Academic",3515.00244
"364",2017-01-22,"Academic",3543.87767
"365",2017-01-23,"Academic",4850.46956
"366",2017-01-24,"Academic",4863.76764
"367",2017-01-25,"Academic",4857.32373
"368",2017-01-26,"Academic",4798.1591
"369",2017-01-27,"Academic",4565.92682
"370",2017-01-28,"Academic",3425.54137
"371",2017-01-29,"Academic",3466.75843
"372",2017-01-30,"Academic",4494.46498
"373",2017-01-31,"Academic",4588.2501
"374",2017-02-01,"Academic",4707.73865
"375",2017-02-02,"Academic",4814.70225
"376",2017-02-03,"Academic",4749.90063
"377",2017-02-04,"Academic",3440.39681
"378",2017-02-05,"Academic",3553.0426
"379",2017-02-06,"Academic",5011.32867
"380",2017-02-07,"Academic",5003.28702
"381",2017-02-08,"Academic",5130.76126
"382",2017-02-09,"Academic",5160.99773
"383",2017-02-10,"Academic",4980.57648
"384",2017-02-11,"Academic",3801.58957
"385",2017-02-12,"Academic",3781.50387
"386",2017-02-13,"Academic",5174.53824
"387",2017-02-14,"Academic",5101.89197
"388",2017-02-15,"Academic",5273.24193
"389",2017-02-16,"Academic",5107.19348
"390",2017-02-17,"Academic",5041.11701
"391",2017-02-18,"Academic",3755.09352
"392",2017-02-19,"Academic",3653.86366
"393",2017-02-20,"Academic",4999.4899
"394",2017-02-21,"Academic",5113.61658
"395",2017-02-22,"Academic",4986.41418
"396",2017-02-23,"Academic",5001.92534
"397",2017-02-24,"Academic",5160.525
"398",2017-02-25,"Academic",4007.60582
"399",2017-02-26,"Academic",3973.04771
"400",2017-02-27,"Academic",5094.53843
"401",2017-02-28,"Academic",4927.73278
"402",2017-03-01,"Academic",4991.79505
"403",2017-03-02,"Academic",4879.92537
"404",2017-03-03,"Academic",4821.70009
"405",2017-03-04,"Academic",3627.45083
"406",2017-03-05,"Academic",3595.36387
"407",2017-03-06,"Academic",5220.28293
"408",2017-03-07,"Academic",4998.58777
"409",2017-03-08,"Academic",5131.9224
"410",2017-03-09,"Academic",5107.67225
"411",2017-03-10,"Academic",5169.5752
"412",2017-03-11,"Academic",4634.42015
"413",2017-03-12,"Academic",4571.9572
"414",2017-03-13,"Academic",5042.07746
"415",2017-03-14,"Academic",5141.70223
"416",2017-03-15,"Academic",4996.54691
"417",2017-03-16,"Academic",4833.6283
"418",2017-03-17,"Academic",4549.83078
"419",2017-03-18,"Academic",3402.0115
"420",2017-03-19,"Academic",3395.57122
"421",2017-03-20,"Academic",4160.81934
"422",2017-03-21,"Academic",4115.88241
"423",2017-03-22,"Academic",4234.77807
"424",2017-03-23,"Academic",4241.23674
"425",2017-03-24,"Academic",4207.06538
"426",2017-03-25,"Academic",3420.60362
"427",2017-03-26,"Academic",3513.93529
"428",2017-03-27,"Academic",5000.65598
"429",2017-03-28,"Academic",4888.3203
"430",2017-03-29,"Academic",4962.0422
"431",2017-03-30,"Academic",4797.3607
"432",2017-03-31,"Academic",4848.06343
"433",2017-04-01,"Academic",4041.86238
"434",2017-04-02,"Academic",3550.10394
"435",2017-04-03,"Academic",4987.29532
"436",2017-04-04,"Academic",5045.39947
"437",2017-04-05,"Academic",5019.12401
"438",2017-04-06,"Academic",5147.15674
"439",2017-04-07,"Academic",4967.38386
"440",2017-04-08,"Academic",3846.83217
"441",2017-04-09,"Academic",4538.69322
"442",2017-04-10,"Academic",5191.12439
"443",2017-04-11,"Academic",5001.62267
"444",2017-04-12,"Academic",5080.42978
"445",2017-04-13,"Academic",4548.82833
"446",2017-04-14,"Academic",3205.34625
"447",2017-04-15,"Academic",3416.37183
"448",2017-04-16,"Academic",3383.0858
"449",2017-04-17,"Academic",4616.92479
"450",2017-04-18,"Academic",4960.1088
"451",2017-04-19,"Academic",5101.0623
"452",2017-04-20,"Academic",4960.5801
"453",2017-04-21,"Academic",4788.97228
"454",2017-04-22,"Academic",3685.06709
"455",2017-04-23,"Academic",3869.70834
"456",2017-04-24,"Academic",5336.95818
"457",2017-04-25,"Academic",5298.92229
"458",2017-04-26,"Academic",5069.78155
"459",2017-04-27,"Academic",4880.47744
"460",2017-04-28,"Academic",4674.52297
"461",2017-04-29,"Academic",3594.13988
"462",2017-04-30,"Academic",3725.64324
"463",2017-05-01,"Academic",4985.7813
"464",2017-05-02,"Academic",4902.8665
"465",2017-05-03,"Academic",4934.78406
"466",2017-05-04,"Academic",4951.70957
"467",2017-05-05,"Academic",4803.72707
"468",2017-05-06,"Academic",4363.707
"469",2017-05-07,"Academic",3695.31107
"470",2017-05-08,"Academic",5092.6965
"471",2017-05-09,"Academic",4944.52907
"472",2017-05-10,"Academic",4987.51275
"473",2017-05-11,"Academic",5060.38511
"474",2017-05-12,"Academic",5185.73917
"475",2017-05-13,"Academic",4462.89446
"476",2017-05-14,"Academic",4607.61189
"477",2017-05-15,"Academic",5664.60348
"478",2017-05-16,"Academic",6143.3242
"479",2017-05-17,"Academic",5964.01844
"480",2017-05-18,"Academic",5264.90609
"481",2017-05-19,"Academic",4542.03469
"482",2017-05-20,"Academic",3457.84651
"483",2017-05-21,"Academic",3362.07091
"484",2017-05-22,"Academic",4818.1443
"485",2017-05-23,"Academic",4224.27778
"486",2017-05-24,"Academic",4080.93094
"487",2017-05-25,"Academic",4211.4981
"488",2017-05-26,"Academic",4564.36076
"489",2017-05-27,"Academic",3923.28072
"490",2017-05-28,"Academic",3743.75453
"491",2017-05-29,"Academic",4640.43958
"492",2017-05-30,"Academic",4830.10066
"493",2017-05-31,"Academic",4817.46938
"494",2017-06-01,"Academic",4865.15133
"495",2017-06-02,"Academic",5312.1073
"496",2017-06-03,"Academic",4358.25305
"497",2017-06-04,"Academic",4274.2122
"498",2017-06-05,"Academic",5612.41906
"499",2017-06-06,"Academic",5282.11595
"500",2017-06-07,"Academic",5278.30648
"501",2017-06-08,"Academic",5705.82576
"502",2017-06-09,"Academic",5796.38418
"503",2017-06-10,"Academic",5495.90945
"504",2017-06-11,"Academic",5637.50604
"505",2017-06-12,"Academic",7658.71913
"506",2017-06-13,"Academic",7547.6488
"507",2017-06-14,"Academic",6944.96826
"508",2017-06-15,"Academic",6121.93258
"509",2017-06-16,"Academic",6530.31184
"510",2017-06-17,"Academic",4737.12618
"511",2017-06-18,"Academic",4567.67531
"512",2017-06-19,"Academic",6177.67163
"513",2017-06-20,"Academic",5566.57563
"514",2017-06-21,"Academic",5681.06223
"515",2017-06-22,"Academic",6251.92386
"516",2017-06-23,"Academic",5734.41396
"517",2017-06-24,"Academic",4088.81623
"518",2017-06-25,"Academic",3829.44238
"519",2017-06-26,"Academic",4849.73444
"520",2017-06-27,"Academic",4857.56693
"521",2017-06-28,"Academic",5431.08686
"522",2017-06-29,"Academic",5699.15736
"523",2017-06-30,"Academic",5532.70162
"524",2017-07-01,"Academic",4149.44119
"525",2017-07-02,"Academic",4258.92993
"526",2017-07-03,"Academic",5851.7154
"527",2017-07-04,"Academic",5821.88264
"528",2017-07-05,"Academic",6295.57207
"529",2017-07-06,"Academic",6762.87616
"530",2017-07-07,"Academic",6380.26147
"531",2017-07-08,"Academic",4269.53274
"532",2017-07-09,"Academic",4559.50624
"533",2017-07-10,"Academic",6537.7203
"534",2017-07-11,"Academic",6485.85232
"535",2017-07-12,"Academic",6574.67627
"536",2017-07-13,"Academic",5781.50028
"537",2017-07-14,"Academic",5422.21745
"538",2017-07-15,"Academic",4621.54208
"539",2017-07-16,"Academic",4464.5416
"540",2017-07-17,"Academic",5972.44338
"541",2017-07-18,"Academic",6343.18178
"542",2017-07-19,"Academic",6390.30083
"543",2017-07-20,"Academic",6191.00987
"544",2017-07-21,"Academic",6167.2396
"545",2017-07-22,"Academic",5460.51304
"546",2017-07-23,"Academic",4728.28726
"547",2017-07-24,"Academic",5535.23655
"548",2017-07-25,"Academic",5667.9334
"549",2017-07-26,"Academic",6052.853
"550",2017-07-27,"Academic",5818.88506
"551",2017-07-28,"Academic",5623.557
"552",2017-07-29,"Academic",4187.48486
"553",2017-07-30,"Academic",4278.31597
"554",2017-07-31,"Academic",5984.2745
"555",2017-08-01,"Academic",5892.7446
"556",2017-08-02,"Academic",5852.02004
"557",2017-08-03,"Academic",5502.09266
"558",2017-08-04,"Academic",4954.10334
"559",2017-08-05,"Academic",3424.29602
"560",2017-08-06,"Academic",3533.18789
"561",2017-08-07,"Academic",5378.01876
"562",2017-08-08,"Academic",5194.30199
"563",2017-08-09,"Academic",5345.05383
"564",2017-08-10,"Academic",5330.55698
"565",2017-08-11,"Academic",5272.64638
"566",2017-08-12,"Academic",3994.57206
"567",2017-08-13,"Academic",4030.70335
"568",2017-08-14,"Academic",5450.13879
"569",2017-08-15,"Academic",5425.73822
"570",2017-08-16,"Academic",5746.08315
"571",2017-08-17,"Academic",5629.3003
"572",2017-08-18,"Academic",5222.1805
"573",2017-08-19,"Academic",3963.9787
"574",2017-08-20,"Academic",4069.05612
"575",2017-08-21,"Academic",5720.2307
"576",2017-08-22,"Academic",5363.49573
"577",2017-08-23,"Academic",5132.45786
"578",2017-08-24,"Academic",5299.59687
"579",2017-08-25,"Academic",5174.62317
"580",2017-08-26,"Academic",4309.74287
"581",2017-08-27,"Academic",4283.54069
"582",2017-08-28,"Academic",5651.83538
"583",2017-08-29,"Academic",5556.84697
"584",2017-08-30,"Academic",5921.55573
"585",2017-08-31,"Academic",5705.35556
"586",2017-09-01,"Academic",5263.16896
"587",2017-09-02,"Academic",3989.06823
"588",2017-09-03,"Academic",4151.75006
"589",2017-09-04,"Academic",5985.40807
"590",2017-09-05,"Academic",5177.76077
"591",2017-09-06,"Academic",5158.24602
"592",2017-09-07,"Academic",4742.82515
"593",2017-09-08,"Academic",4965.7811697292
"594",2017-09-09,"Academic",3905.17740462284
"595",2017-09-10,"Academic",3908.69504297363
"596",2017-09-11,"Academic",5214.87022129259
"597",2017-09-12,"Academic",5352.07376523069
"598",2017-09-13,"Academic",5456.53817348969
"599",2017-09-14,"Academic",5734.98171506148
"600",2017-09-15,"Academic",5616.57956
"601",2017-09-16,"Academic",5322.66757
"602",2017-09-17,"Academic",4214.37263
"603",2017-09-18,"Academic",5626.26673
"604",2017-09-19,"Academic",5898.4701
"605",2017-09-20,"Academic",6443.78233
"606",2017-09-21,"Academic",6213.95912
"607",2017-09-22,"Academic",6729.4865
"608",2017-09-23,"Academic",5552.31734
"609",2017-09-24,"Academic",4893.59122
"610",2017-09-25,"Academic",6516.1113
"611",2017-09-26,"Academic",5975.25408
"612",2017-09-27,"Academic",5308.0664
"613",2017-09-28,"Academic",5350.99028
"614",2017-09-29,"Academic",5128.00776
"615",2017-09-30,"Academic",3858.2771
"616",2017-10-01,"Academic",3991.2621
"617",2017-10-02,"Academic",5876.9841
"618",2017-10-03,"Academic",6053.15537
"619",2017-10-04,"Academic",5314.04974
"620",2017-10-05,"Academic",5135.99646
"621",2017-10-06,"Academic",5273.8925
"622",2017-10-07,"Academic",4826.32057
"623",2017-10-08,"Academic",4408.49755
"624",2017-10-09,"Academic",5286.85694
"625",2017-10-10,"Academic",4994.41079
"626",2017-10-11,"Academic",5024.32954
"627",2017-10-12,"Academic",4893.28419
"628",2017-10-13,"Academic",4470.59917
"629",2017-10-14,"Academic",3666.99676
"630",2017-10-15,"Academic",3412.11069
"631",2017-10-16,"Academic",4443.08018
"632",2017-10-17,"Academic",4752.07251
"633",2017-10-18,"Academic",5307.75836
"634",2017-10-19,"Academic",5149.29347
"635",2017-10-20,"Academic",5323.18971
"636",2017-10-21,"Academic",4175.18358
"637",2017-10-22,"Academic",3838.57275
"638",2017-10-23,"Academic",4939.75897
"639",2017-10-24,"Academic",4869.4359
"640",2017-10-25,"Academic",4886.32121
"641",2017-10-26,"Academic",4902.83164
"642",2017-10-27,"Academic",4687.59422
"643",2017-10-28,"Academic",3702.12508
"644",2017-10-29,"Academic",3658.30967
"645",2017-10-30,"Academic",4739.75893
"646",2017-10-31,"Academic",4607.04136
"647",2017-11-01,"Academic",4753.0126
"648",2017-11-02,"Academic",4688.20441
"649",2017-11-03,"Academic",4581.75145
"650",2017-11-04,"Academic",3727.93337
"651",2017-11-05,"Academic",3812.0759
"652",2017-11-06,"Academic",4886.194
"653",2017-11-07,"Academic",4822.90985
"654",2017-11-08,"Academic",4832.29386
"655",2017-11-09,"Academic",4725.17557
"656",2017-11-10,"Academic",4595.956
"657",2017-11-11,"Academic",3782.30901
"658",2017-11-12,"Academic",3697.83374
"659",2017-11-13,"Academic",4815.70584
"660",2017-11-14,"Academic",4803.09773
"661",2017-11-15,"Academic",4734.8753
"662",2017-11-16,"Academic",4772.82217
"663",2017-11-17,"Academic",4664.92592
"664",2017-11-18,"Academic",3735.31236
"665",2017-11-19,"Academic",4062.36603
